"ID","SpellID","ModalNextSpell","SpellClassSet","SpellClassMask_0","SpellClassMask_1","SpellClassMask_2","SpellClassMask_3"
"45223","14296","75","0","0","0","0","0"
"45227","16038","0","11","0","0","0","0"
"45228","16039","0","11","0","0","0","0"
"45229","13793","0","8","0","0","0","0"
"45232","15332","0","6","0","0","0","0"
"45234","7812","0","5","33554432","0","0","0"
"45235","15266","0","6","1048576","0","0","0"
"45236","15267","0","6","1048576","0","0","0"
"45237","14115","0","8","0","0","0","0"
"45240","16240","0","11","0","0","0","0"
"45242","16173","0","11","0","0","0","0"
"45243","16035","0","11","0","0","0","0"
"45245","14321","0","9","1048576","0","0","0"
"45246","16176","0","11","0","0","0","0"
"45249","7809","0","5","33554432","0","0","0"
"45251","30160","0","11","0","0","0","0"
"45252","14749","0","6","0","0","0","0"
"45253","14295","0","9","8192","0","0","0"
"45254","15331","0","6","0","0","0","0"
"45256","16219","0","11","0","0","0","0"
"45261","7814","0","5","8192","0","0","0"
"45262","7815","0","5","8192","0","0","0"
"45264","16224","0","11","0","0","0","0"
"45265","16235","0","11","0","0","0","0"
"45268","15309","0","6","0","0","0","0"
"45269","15473","0","6","-2147483648","2048","0","0"
"45270","18767","0","5","0","0","0","0"
"45271","15260","0","6","0","0","0","0"
"45272","15268","0","6","0","0","0","0"
"45273","15310","0","6","0","0","0","0"
"45274","15311","0","6","0","0","0","0"
"45278","15363","0","6","0","0","0","0"
"45281","15329","0","6","0","0","0","0"
"45282","15431","0","6","4194304","0","0","0"
"45288","14752","0","6","32","0","0","0"
"45289","15487","0","6","-2080374784","4096","0","0"
"45290","14767","0","6","0","0","0","0"
"45291","15349","0","6","0","0","0","0"
"45298","1966","0","8","134217728","0","0","0"
"45300","15028","0","6","0","0","0","0"
"45301","15354","0","6","0","0","0","0"
"45302","19256","0","9","0","0","0","0"
"45303","16544","0","11","0","0","0","0"
"45306","15262","0","6","1048576","0","0","0"
"45307","18769","0","5","0","0","0","0"
"45308","17311","0","6","8388608","0","0","0"
"45309","7813","0","5","1073741824","0","0","0"
"45310","11682","0","5","64","0","0","0"
"45313","16178","0","11","0","0","0","0"
"45314","18748","0","5","0","0","0","0"
"45316","16217","0","11","0","0","0","0"
"45317","15011","0","6","0","0","0","0"
"45318","15259","0","6","0","0","0","0"
"45321","16228","0","11","0","0","0","0"
"45322","16234","0","11","0","0","0","0"
"45324","16116","0","11","0","0","0","0"
"45326","16998","0","7","0","0","0","0"
"45327","18821","0","5","0","0","0","0"
"45328","18822","0","5","0","0","0","0"
"45330","16118","0","11","0","0","0","0"
"45332","17111","0","7","0","0","0","0"
"45333","17118","0","7","0","0","0","0"
"45335","8102","0","6","8192","0","0","0"
"45336","8445","0","3","16","0","0","0"
"45337","18750","0","5","0","0","0","0"
"45340","16293","0","11","0","0","0","0"
"45342","16117","0","11","0","0","0","0"
"45344","16689","0","7","1048576","0","0","0"
"45346","16184","0","11","0","0","0","0"
"45348","17348","0","8","41943040","0","0","0"
"45350","16763","0","3","0","0","0","0"
"45355","17063","0","7","0","0","0","0"
"45357","16226","0","11","0","0","0","0"
"45359","16040","0","11","0","0","0","0"
"45360","16999","0","7","0","0","0","0"
"45363","17124","0","7","0","0","0","0"
"45364","16295","0","11","0","0","0","0"
"45365","16041","0","11","0","0","0","0"
"45367","16897","0","7","0","0","0","0"
"45370","16043","0","11","0","0","0","0"
"45371","16511","0","8","41943040","0","0","0"
"45373","17850","0","5","33554432","0","0","0"
"45374","16114","0","11","0","0","0","0"
"45375","16115","0","11","0","0","0","0"
"45377","15008","0","6","0","0","0","0"
"45378","18768","0","5","0","0","0","0"
"45379","16581","0","11","0","0","0","0"
"45380","18771","0","5","0","0","0","0"
"45381","18773","0","5","0","0","0","0"
"45382","17121","0","7","0","0","0","0"
"45383","16262","0","11","0","0","0","0"
"45384","16111","0","11","0","0","0","0"
"45386","15009","0","6","0","0","0","0"
"45387","16954","0","7","0","0","0","0"
"45390","16119","0","11","0","0","0","0"
"45392","19468","0","9","0","0","0","0"
"45393","16899","0","7","0","0","0","0"
"45394","16900","0","7","0","0","0","0"
"45395","16120","0","11","0","0","0","0"
"45397","13875","0","8","0","0","0","0"
"45399","16901","0","7","0","0","0","0"
"45404","19458","0","9","0","0","0","0"
"45405","16227","0","11","0","0","0","0"
"45407","19466","0","9","0","0","0","0"
"45408","15448","0","6","0","0","0","0"
"45413","15257","0","6","0","0","0","0"
"45414","15060","0","3","0","0","0","0"
"45415","17728","0","5","1048576","0","0","0"
"45417","16291","0","11","0","0","0","0"
"45422","16207","0","11","0","0","0","0"
"45423","18772","0","5","0","0","0","0"
"45428","16208","0","11","0","0","0","0"
"45430","16209","0","11","0","0","0","0"
"45431","16210","0","11","0","0","0","0"
"45433","16769","0","3","0","0","0","0"
"45434","16770","0","3","0","0","0","0"
"45435","16187","0","11","0","0","0","0"
"45436","16188","0","11","0","128","0","0"
"45438","16212","0","11","0","0","0","0"
"45439","16216","0","11","0","0","0","0"
"45440","16218","0","11","0","0","0","0"
"45443","16190","0","11","536870912","0","0","0"
"45444","16211","0","11","0","0","0","0"
"45451","16258","0","11","0","0","0","0"
"45452","16213","0","11","0","0","0","0"
"45453","16160","0","11","0","0","0","0"
"45454","16161","0","11","0","0","0","0"
"45455","18829","0","5","0","0","0","0"
"45456","16230","0","11","0","0","0","0"
"45457","16493","0","4","0","0","0","0"
"45458","16494","0","4","0","0","0","0"
"45459","15355","0","6","0","0","0","0"
"45460","16105","0","11","0","0","0","0"
"45461","16106","0","11","0","0","0","0"
"45464","16233","0","11","0","0","0","0"
"45466","15307","0","6","0","0","0","0"
"45470","16362","0","11","0","2048","0","0"
"45473","16107","0","11","0","0","0","0"
"45474","16109","0","11","0","0","0","0"
"45476","16179","0","11","0","0","0","0"
"45478","16130","0","11","0","0","0","0"
"45479","16108","0","11","0","0","0","0"
"45480","16515","0","8","0","0","0","0"
"45481","16089","0","11","0","0","0","0"
"45483","16229","0","11","0","0","0","0"
"45484","15407","0","6","8388608","0","0","0"
"45486","16719","0","8","0","0","0","0"
"45487","16232","0","11","0","0","0","0"
"45489","16198","0","11","0","0","0","0"
"45490","16513","0","8","0","0","0","0"
"45491","18770","0","5","0","0","0","0"
"45494","16112","0","11","0","0","0","0"
"45496","16182","0","11","0","0","0","0"
"45500","16113","0","11","0","0","0","0"
"45502","16580","0","11","0","0","0","0"
"45504","16110","0","11","0","0","0","0"
"45505","15430","0","6","4194304","0","0","0"
"45507","16205","0","11","0","0","0","0"
"45508","16290","0","11","0","0","0","0"
"45511","20218","0","10","67108864","32","0","0"
"45513","16206","0","11","0","0","0","0"
"45514","16813","0","7","1048576","0","0","0"
"45517","18756","0","5","0","0","0","0"
"45524","17751","0","5","33554432","0","0","0"
"45527","16861","0","7","0","0","0","0"
"45528","17058","0","7","0","0","0","0"
"45529","16812","0","7","1048576","0","0","0"
"45531","17750","0","5","33554432","0","0","0"
"45532","17347","0","8","41943040","0","0","0"
"45534","16923","0","7","0","0","0","0"
"45535","17055","0","7","0","0","0","0"
"45536","16968","0","7","0","0","0","0"
"45537","16822","0","7","0","0","0","0"
"45538","16940","0","7","0","0","0","0"
"45539","16941","0","7","0","0","0","0"
"45540","17074","0","7","0","0","0","0"
"45541","16858","0","7","0","0","0","0"
"45542","16846","0","7","0","0","0","0"
"45543","16911","0","7","0","0","0","0"
"45545","16860","0","7","0","0","0","0"
"45548","16909","0","7","0","0","0","0"
"45549","16937","0","7","0","0","0","0"
"45551","17767","0","5","33554432","0","0","0"
"45552","16720","0","8","0","0","0","0"
"45553","18869","0","5","128","0","0","0"
"45554","16514","0","8","0","0","0","0"
"45557","18870","0","5","128","0","0","0"
"45558","17792","0","5","0","0","0","0"
"45560","17249","0","7","0","0","0","0"
"45561","18271","0","5","0","0","0","0"
"45563","16979","0","7","0","1","0","0"
"45564","16919","0","7","0","0","0","0"
"45565","16920","0","7","0","0","0","0"
"45566","17787","0","5","0","0","0","0"
"45569","18272","0","5","0","0","0","0"
"45570","16839","0","7","0","0","0","0"
"45571","18275","0","5","0","0","0","0"
"45573","16975","0","7","0","0","0","0"
"45575","17783","0","5","0","0","0","0"
"45576","17784","0","5","0","0","0","0"
"45578","16896","0","7","0","0","0","0"
"45579","15286","0","6","4","0","0","0"
"45580","17790","0","5","0","0","0","0"
"45581","17390","0","7","1024","0","0","0"
"45582","16820","0","7","0","0","0","0"
"45583","16833","0","7","0","0","0","0"
"45584","16166","0","11","0","0","0","0"
"45585","16862","0","7","0","0","0","0"
"45586","18274","0","5","0","0","0","0"
"45587","15334","0","6","0","0","0","0"
"45588","18754","0","5","0","0","0","0"
"45589","17853","0","5","33554432","0","0","0"
"45590","17061","0","7","0","0","0","0"
"45593","16765","0","3","0","0","0","0"
"45594","16819","0","7","0","0","0","0"
"45597","16966","0","7","0","0","0","0"
"45599","17392","0","7","1024","0","0","0"
"45600","16924","0","7","0","0","0","0"
"45602","16387","0","11","536870912","0","0","0"
"45604","16766","0","3","0","0","0","0"
"45607","16974","0","7","0","0","0","0"
"45609","16938","0","7","0","0","0","0"
"45612","17789","0","5","0","0","0","0"
"45614","16582","0","11","0","0","0","0"
"45616","16578","0","11","0","0","0","0"
"45619","17065","0","7","0","0","0","0"
"45620","17066","0","7","0","0","0","0"
"45621","16086","0","11","0","0","0","0"
"45625","17070","0","7","0","0","0","0"
"45626","17071","0","7","0","0","0","0"
"45627","17072","0","7","0","0","0","0"
"45631","16214","0","11","0","0","0","0"
"45632","16215","0","11","0","0","0","0"
"45633","16287","0","11","0","0","0","0"
"45634","17778","0","5","0","0","0","0"
"45635","16821","0","7","0","0","0","0"
"45637","16757","0","3","0","0","0","0"
"45641","16880","0","7","0","0","0","0"
"45642","16952","0","7","0","0","0","0"
"45646","16758","0","3","0","0","0","0"
"45647","17120","0","7","0","0","0","0"
"45648","17854","0","5","33554432","0","0","0"
"45653","16834","0","7","0","0","0","0"
"45654","17785","0","5","0","0","0","0"
"45655","16918","0","7","0","0","0","0"
"45657","16266","0","11","0","0","0","0"
"45658","17076","0","7","0","0","0","0"
"45660","17051","0","7","0","0","0","0"
"45661","16223","0","11","0","0","0","0"
"45663","17060","0","7","0","0","0","0"
"45667","16835","0","7","0","0","0","0"
"45669","17314","0","6","8388608","0","0","0"
"45672","16220","0","11","0","0","0","0"
"45673","16259","0","11","0","0","0","0"
"45676","17075","0","7","0","0","0","0"
"45677","17788","0","5","0","0","0","0"
"45678","16914","0","7","4194304","0","0","0"
"45679","17786","0","5","0","0","0","0"
"45680","17077","0","7","0","0","0","0"
"45681","16840","0","7","0","0","0","0"
"45682","16261","0","11","0","0","0","0"
"45683","16221","0","11","0","0","0","0"
"45684","16222","0","11","0","0","0","0"
"45685","17073","0","7","0","0","0","0"
"45686","16972","0","7","0","0","0","0"
"45687","16225","0","11","0","0","0","0"
"45688","17054","0","7","0","0","0","0"
"45689","17951","0","5","1048576","0","0","0"
"45690","18121","0","5","0","0","0","0"
"45694","17813","0","5","0","0","0","0"
"45697","18122","0","5","0","0","0","0"
"45698","18132","0","5","0","0","0","0"
"45701","17852","0","5","33554432","0","0","0"
"45702","17812","0","5","0","0","0","0"
"45703","17918","0","5","0","0","0","0"
"45704","18119","0","5","0","0","0","0"
"45706","17917","0","5","0","0","0","0"
"45708","18133","0","5","0","0","0","0"
"45710","17402","0","7","4194304","0","0","0"
"45711","17401","0","7","4194304","0","0","0"
"45712","18120","0","5","0","0","0","0"
"45713","18213","0","5","0","0","0","0"
"45714","17851","0","5","33554432","0","0","0"
"45715","18218","0","5","0","0","0","0"
"45716","18123","0","5","0","0","0","0"
"45717","17921","0","5","256","0","0","0"
"45718","17922","0","5","256","0","0","0"
"45719","17923","0","5","256","0","0","0"
"45720","17002","0","7","0","0","0","0"
"45721","18220","0","5","-2147483648","0","0","0"
"45722","16579","0","11","0","0","0","0"
"45723","16180","0","11","0","0","0","0"
"45726","18827","0","5","0","0","0","0"
"45729","17067","0","7","0","0","0","0"
"45730","17068","0","7","0","0","0","0"
"45731","18137","0","6","-2147483648","4096","0","0"
"45732","18128","0","5","0","0","0","0"
"45733","16189","0","11","0","0","0","0"
"45734","16194","0","11","0","0","0","0"
"45735","16164","0","11","0","0","0","0"
"45736","19276","0","6","33554432","4096","0","0"
"45738","17078","0","7","0","0","0","0"
"45739","17957","0","5","0","0","0","0"
"45740","18867","0","5","128","0","0","0"
"45741","18868","0","5","128","0","0","0"
"45742","17955","0","5","0","0","0","0"
"45743","16181","0","11","0","0","0","0"
"45744","17053","0","7","0","0","0","0"
"45745","17810","0","5","0","0","0","0"
"45747","17803","0","5","0","0","0","0"
"45748","18129","0","5","0","0","0","0"
"45749","18130","0","5","0","0","0","0"
"45751","18095","0","5","0","0","0","0"
"45752","17050","0","7","0","0","0","0"
"45753","18179","0","5","0","0","0","0"
"45754","18219","0","5","0","0","0","0"
"45758","18183","0","5","0","0","0","0"
"45760","17953","0","5","1048576","0","0","0"
"45761","17954","0","5","0","0","0","0"
"45764","17877","0","5","128","0","0","0"
"45765","17391","0","7","1024","0","0","0"
"45766","17069","0","7","0","0","0","0"
"45767","16818","0","7","0","0","0","0"
"45769","16850","0","7","0","0","0","0"
"45771","16934","0","7","0","0","0","0"
"45772","16947","0","7","0","0","0","0"
"45773","18729","0","5","67108864","0","0","0"
"45774","17793","0","5","0","0","0","0"
"45776","17245","0","7","0","0","0","0"
"45778","16836","0","7","0","0","0","0"
"45779","16949","0","7","0","0","0","0"
"45781","16845","0","7","0","0","0","0"
"45782","16910","0","7","0","0","0","0"
"45783","18223","0","5","4194304","0","0","0"
"45784","16948","0","7","0","0","0","0"
"45789","16814","0","7","0","0","0","0"
"45791","16912","0","7","0","0","0","0"
"45792","17791","0","5","0","0","0","0"
"45793","17752","0","5","33554432","0","0","0"
"45794","16913","0","7","0","0","0","0"
"45795","17007","0","7","0","0","0","0"
"45797","17727","0","5","1048576","0","0","0"
"45798","17313","0","6","8388608","0","0","0"
"45800","17116","0","7","0","524288","0","0"
"45801","17119","0","7","0","0","0","0"
"45802","17104","0","7","0","0","0","0"
"45803","17059","0","7","0","0","0","0"
"45804","17056","0","7","0","0","0","0"
"45805","16936","0","7","0","0","0","0"
"45807","18134","0","5","0","0","0","0"
"45808","18135","0","5","0","0","0","0"
"45809","18136","0","5","0","0","0","0"
"45811","26187","0","4","128","0","0","0"
"45812","17312","0","6","8388608","0","0","0"
"45814","17329","0","7","1048576","0","0","0"
"45815","17248","0","7","0","0","0","0"
"45820","17247","0","7","0","0","0","0"
"45821","18127","0","5","0","0","0","0"
"45824","18094","0","5","0","0","0","0"
"45825","17191","0","6","0","0","0","0"
"45827","17112","0","7","0","0","0","0"
"45830","17925","0","5","524288","0","0","0"
"45831","17113","0","7","0","0","0","0"
"45832","16857","0","7","1024","0","0","0"
"45835","17919","0","5","256","0","0","0"
"45836","17920","0","5","256","0","0","0"
"45837","16815","0","7","0","0","0","0"
"45838","16816","0","7","0","0","0","0"
"45839","16859","0","7","0","0","0","0"
"45841","16811","0","7","1048576","0","0","0"
"45842","16847","0","7","0","0","0","0"
"45845","16817","0","7","0","0","0","0"
"45846","16810","0","7","1048576","0","0","0"
"45847","20104","0","10","0","0","0","0"
"45848","17796","0","5","0","0","0","0"
"45849","20101","0","10","0","0","0","0"
"45850","20102","0","10","0","0","0","0"
"45851","20103","0","10","0","0","0","0"
"45852","20105","0","10","0","0","0","0"
"45854","18735","0","5","134217728","0","0","0"
"45855","19251","0","6","524288","0","0","0"
"45856","19236","0","6","16777216","0","0","0"
"45857","19238","0","6","16777216","0","0","0"
"45859","19240","0","6","16777216","0","0","0"
"45860","18708","0","5","0","0","0","0"
"45861","18738","0","5","134217728","0","0","0"
"45863","19407","0","9","0","0","0","0"
"45864","19304","0","6","2097152","0","0","0"
"45865","18709","0","5","0","0","0","0"
"45866","19305","0","6","2097152","0","0","0"
"45869","17811","0","5","0","0","0","0"
"45870","17814","0","5","0","0","0","0"
"45871","17815","0","5","0","0","0","0"
"45872","18740","0","5","268435456","0","0","0"
"45877","19275","0","6","-2147483648","0","0","0"
"45879","18705","0","5","0","0","0","0"
"45880","18706","0","5","0","0","0","0"
"45881","18707","0","5","0","0","0","0"
"45882","19233","0","9","0","0","0","0"
"45883","18530","0","6","0","0","0","0"
"45884","18737","0","5","134217728","0","0","0"
"45885","18534","0","6","0","0","0","0"
"45886","16935","0","7","0","0","0","0"
"45890","17779","0","5","0","0","0","0"
"45891","18547","0","6","0","0","0","0"
"45892","18548","0","6","0","0","0","0"
"45894","18126","0","5","0","0","0","0"
"45895","19255","0","9","0","0","0","0"
"45896","17780","0","5","0","0","0","0"
"45897","17781","0","5","0","0","0","0"
"45898","17782","0","5","0","0","0","0"
"45900","19377","0","9","0","0","0","0"
"45902","21082","0","10","512","0","0","0"
"45903","18535","0","6","0","0","0","0"
"45908","19257","0","9","0","0","0","0"
"45909","18531","0","6","0","0","0","0"
"45910","19258","0","9","0","0","0","0"
"45911","19259","0","9","0","0","0","0"
"45914","19376","0","9","0","0","0","0"
"45917","19232","0","9","0","0","0","0"
"45918","17834","0","5","0","0","0","0"
"45919","19438","0","5","33554432","0","0","0"
"45921","17962","0","5","512","0","0","0"
"45922","18459","0","3","0","0","0","0"
"45923","18460","0","3","0","0","0","0"
"45926","18174","0","5","0","0","0","0"
"45927","18175","0","5","0","0","0","0"
"45928","19801","0","9","65536","0","0","0"
"45930","18427","0","8","0","0","0","0"
"45931","18544","0","6","0","0","0","0"
"45932","19386","0","9","0","4096","0","0"
"45936","19273","0","6","-2147483648","0","0","0"
"45937","17804","0","5","0","0","0","0"
"45938","19241","0","6","16777216","0","0","0"
"45940","18265","0","5","0","1","0","0"
"45946","18288","0","5","0","0","0","0"
"45948","18533","0","6","0","0","0","0"
"45949","17836","0","5","0","0","0","0"
"45953","18549","0","6","0","0","0","0"
"45954","18498","0","8","0","0","0","0"
"45955","18499","0","4","268435456","0","0","0"
"45956","18096","0","5","0","0","0","0"
"45958","19242","0","6","16777216","0","0","0"
"45959","18550","0","6","0","0","0","0"
"45960","18728","0","5","67108864","0","0","0"
"45961","18879","0","5","0","1","0","0"
"45963","20271","0","10","8388608","0","0","0"
"45965","19265","0","6","-2080374784","4096","0","0"
"45966","17956","0","5","0","0","0","0"
"45967","18540","0","5","0","0","0","0"
"45968","18182","0","5","0","0","0","0"
"45972","19266","0","6","-2080374784","4096","0","0"
"45974","17805","0","5","0","0","0","0"
"45976","20742","0","7","285212672","0","0","0"
"45977","19239","0","9","0","0","0","0"
"45978","18177","0","5","0","0","0","0"
"45981","18273","0","5","0","0","0","0"
"45983","19243","0","6","16777216","0","0","0"
"45984","17927","0","5","0","0","0","0"
"45990","17952","0","5","1048576","0","0","0"
"45991","17958","0","5","0","0","0","0"
"45992","17959","0","5","0","0","0","0"
"45994","19007","0","5","0","0","0","0"
"45997","23920","0","4","0","2","0","0"
"45998","23923","0","4","0","513","0","0"
"46000","19262","0","6","-2080374784","4096","0","0"
"46001","19263","0","9","0","2","0","0"
"46002","19277","0","6","33554432","4096","0","0"
"46003","19278","0","6","33554432","4096","0","0"
"46004","18176","0","5","0","0","0","0"
"46005","18657","0","7","16777216","131072","0","0"
"46006","17833","0","5","0","0","0","0"
"46007","17835","0","5","0","0","0","0"
"46009","18658","0","7","16777216","131072","0","0"
"46011","18428","0","8","0","0","0","0"
"46014","17928","0","5","0","8","0","0"
"46015","17929","0","5","0","0","0","0"
"46016","17930","0","5","0","0","0","0"
"46017","18429","0","8","0","0","0","0"
"46018","17322","0","6","0","0","0","0"
"46020","17323","0","6","0","0","0","0"
"46024","18180","0","5","0","0","0","0"
"46027","20662","0","4","536870912","0","0","0"
"46029","19418","0","9","0","0","0","0"
"46030","19424","0","9","0","0","0","0"
"46033","19457","0","9","0","0","0","0"
"46034","19454","0","9","0","0","0","0"
"46036","18880","0","5","0","1","0","0"
"46037","19871","0","4","0","0","0","0"
"46038","19941","0","10","1073741824","0","0","0"
"46039","19942","0","10","1073741824","0","0","0"
"46040","19943","0","10","1073741824","0","0","0"
"46041","19252","0","6","524288","0","0","0"
"46043","19244","0","5","0","0","0","0"
"46044","19245","0","9","0","0","0","0"
"46048","19870","0","4","0","0","0","0"
"46050","19487","0","9","0","0","0","0"
"46051","19488","0","9","0","0","0","0"
"46052","19489","0","9","0","0","0","0"
"46053","19582","0","9","268435456","0","0","0"
"46054","18731","0","5","0","0","0","0"
"46056","19900","0","10","67108864","16","0","0"
"46060","19279","0","6","33554432","4096","0","0"
"46061","19837","0","10","268435458","0","0","0"
"46062","19490","0","9","0","0","0","0"
"46063","18703","0","5","0","0","0","0"
"46064","18704","0","5","0","0","0","0"
"46065","19280","0","6","33554432","4096","0","0"
"46066","19559","0","9","0","0","0","0"
"46067","19387","0","9","0","0","0","0"
"46068","18871","0","5","128","0","0","0"
"46069","18178","0","5","0","0","0","0"
"46075","19423","0","9","0","0","0","0"
"46076","19425","0","9","0","0","0","0"
"46077","19977","0","10","268435456","0","0","0"
"46078","19575","0","9","0","0","0","0"
"46079","19249","0","6","524288","0","0","0"
"46081","18131","0","5","0","0","0","0"
"46082","18073","0","5","0","0","0","0"
"46083","19895","0","10","67108864","16","0","0"
"46084","19228","0","9","0","0","0","0"
"46085","17924","0","5","0","128","0","0"
"46086","17926","0","5","524288","0","0","0"
"46087","19388","0","9","0","0","0","0"
"46088","19285","0","6","-2080374784","4096","0","0"
"46089","19498","0","9","0","0","0","0"
"46090","19838","0","10","268435458","0","0","0"
"46091","19740","0","10","268435458","0","0","0"
"46093","19421","0","9","0","0","0","0"
"46094","19422","0","9","0","0","0","0"
"46097","19184","0","9","0","0","0","0"
"46099","19485","0","9","0","0","0","0"
"46100","19621","0","9","0","0","0","0"
"46101","19253","0","6","524288","0","0","0"
"46102","19414","0","9","0","0","0","0"
"46104","19511","0","9","0","0","0","0"
"46106","18372","0","5","0","0","0","0"
"46110","19271","0","6","-2147483648","0","0","0"
"46112","19750","0","10","1073741824","0","0","0"
"46113","19306","0","9","0","524288","0","0"
"46114","18710","0","5","0","0","0","0"
"46115","18727","0","5","67108864","0","0","0"
"46117","18694","0","5","0","0","0","0"
"46120","19434","75","9","131072","0","0","0"
"46121","19580","0","9","67108864","0","0","0"
"46123","18647","0","5","0","0","0","0"
"46125","19461","0","9","0","0","0","0"
"46126","19462","0","9","0","0","0","0"
"46128","19854","0","10","268500992","0","0","0"
"46129","19254","0","6","524288","0","0","0"
"46130","19979","0","10","268435456","0","0","0"
"46131","17802","0","5","0","0","0","0"
"46133","18741","0","5","268435456","0","0","0"
"46136","19299","0","6","2097152","0","0","0"
"46138","19583","0","9","0","0","0","0"
"46139","19585","0","9","0","0","0","0"
"46140","20091","0","10","0","0","0","0"
"46141","17735","0","5","33554432","0","0","0"
"46142","19560","0","9","0","0","0","0"
"46143","18931","0","5","512","0","0","0"
"46144","18881","0","5","0","1","0","0"
"46146","20216","0","10","0","256","0","0"
"46147","20217","0","10","285212672","0","0","0"
"46152","17801","0","5","0","0","0","0"
"46153","19159","0","9","0","0","0","0"
"46154","18932","0","5","512","0","0","0"
"46155","18730","0","5","67108864","0","0","0"
"46156","18696","0","5","0","0","0","0"
"46157","18692","0","5","0","0","0","0"
"46158","18693","0","5","0","0","0","0"
"46161","18930","0","5","512","0","0","0"
"46162","19274","0","6","-2147483648","0","0","0"
"46163","19308","0","6","-2147483648","4096","0","0"
"46164","19303","0","6","2097152","0","0","0"
"46166","18937","0","5","-2147483648","0","0","0"
"46167","19264","0","6","-2080374784","4096","0","0"
"46170","18960","0","7","0","0","0","0"
"46172","18695","0","5","0","0","0","0"
"46173","19503","0","9","262144","0","0","0"
"46174","19555","0","9","0","0","0","0"
"46175","19752","0","10","0","0","0","0"
"46176","19261","0","6","-2080374784","4096","0","0"
"46178","18744","0","5","0","0","0","0"
"46181","19282","0","6","-2080374784","4096","0","0"
"46182","18807","0","6","8388608","0","0","0"
"46183","18562","0","7","0","2","0","0"
"46184","19302","0","6","2097152","0","0","0"
"46185","19549","0","9","0","0","0","0"
"46186","19550","0","9","0","0","0","0"
"46188","20375","0","10","33554432","0","0","0"
"46189","19551","0","9","0","0","0","0"
"46190","20291","0","10","134217728","0","0","0"
"46191","19415","0","9","0","0","0","0"
"46192","19416","0","9","0","0","0","0"
"46193","19456","0","9","0","0","0","0"
"46194","19610","0","9","0","0","0","0"
"46195","20752","0","5","1048576","0","0","0"
"46196","19500","0","9","0","0","0","0"
"46198","19464","0","9","0","0","0","0"
"46199","19465","0","9","0","0","0","0"
"46204","19584","0","9","0","0","0","0"
"46205","19586","0","9","0","0","0","0"
"46206","19609","0","9","0","0","0","0"
"46207","19419","0","9","0","0","0","0"
"46208","19420","0","9","0","0","0","0"
"46210","20249","0","10","0","0","0","0"
"46211","20042","0","10","0","0","0","0"
"46212","19939","0","10","1073741824","0","0","0"
"46213","19940","0","10","1073741824","0","0","0"
"46214","20292","0","10","134217728","0","0","0"
"46215","19592","0","9","0","0","0","0"
"46216","20166","0","10","134217728","0","0","0"
"46217","19581","0","9","134217728","0","0","0"
"46218","19898","0","10","67108864","16","0","0"
"46220","20770","0","6","1073741824","0","0","0"
"46221","19505","0","5","0","0","0","0"
"46222","20046","0","10","0","0","0","0"
"46223","20047","0","10","0","0","0","0"
"46225","19624","0","9","0","0","0","0"
"46226","19625","0","9","0","0","0","0"
"46227","19601","0","9","0","0","0","0"
"46228","19443","0","5","33554432","0","0","0"
"46229","18742","0","5","268435456","0","0","0"
"46230","20336","0","10","0","0","0","0"
"46231","19572","0","9","0","0","0","0"
"46232","19573","0","9","0","0","0","0"
"46233","19417","0","9","0","0","0","0"
"46234","19734","0","5","0","0","0","0"
"46235","19160","0","9","0","0","0","0"
"46236","18743","0","5","0","0","0","0"
"46237","20345","0","10","524288","0","0","0"
"46238","20346","0","10","524288","0","0","0"
"46240","20608","0","11","512","0","0","0"
"46241","19442","0","5","33554432","0","0","0"
"46243","19281","0","6","-2080374784","4096","0","0"
"46244","20235","0","10","0","0","0","0"
"46245","19616","0","9","0","0","0","0"
"46246","19617","0","9","0","0","0","0"
"46249","20066","0","10","4","0","0","0"
"46250","19602","0","9","0","0","0","0"
"46251","20045","0","10","0","0","0","0"
"46253","19852","0","10","268500992","0","0","0"
"46254","20185","0","10","524288","0","0","0"
"46256","20154","0","10","134217728","0","0","0"
"46258","19623","0","9","0","0","0","0"
"46259","20609","0","11","0","0","0","0"
"46260","19618","0","9","0","0","0","0"
"46261","19897","0","10","67108864","16","0","0"
"46262","20245","0","10","0","0","0","0"
"46263","19599","0","9","0","0","0","0"
"46264","19600","0","9","0","0","0","0"
"46265","20305","0","10","512","0","0","0"
"46266","20468","0","10","0","0","0","0"
"46267","19619","0","9","0","0","0","0"
"46268","20344","0","10","524288","0","0","0"
"46269","20244","0","10","0","0","0","0"
"46270","19620","0","9","0","0","0","0"
"46271","19574","0","9","0","0","0","0"
"46273","19596","0","9","0","0","0","0"
"46274","19853","0","10","268500992","0","0","0"
"46275","19622","0","9","0","0","0","0"
"46277","19440","0","5","33554432","0","0","0"
"46279","19455","0","9","0","0","0","0"
"46280","20254","0","10","0","0","0","0"
"46281","19467","0","9","0","0","0","0"
"46282","19612","0","9","0","0","0","0"
"46284","20043","0","9","0","4194304","0","0"
"46290","19746","0","10","131072","0","0","0"
"46291","19876","0","10","67108864","16","0","0"
"46292","20469","0","10","0","0","0","0"
"46293","20470","0","10","0","0","0","0"
"46294","19480","0","5","0","0","0","0"
"46296","19896","0","10","67108864","16","0","0"
"46297","19899","0","10","67108864","16","0","0"
"46298","19587","0","9","0","0","0","0"
"46300","20250","0","10","0","0","0","0"
"46301","19499","0","9","0","0","0","0"
"46302","19978","0","10","268435456","0","0","0"
