"Class","Tree","TabID","TalentID","TierID","ColumnIndex","SpellID","SpellName","RankSpellIDs","RankSpellNames","PrereqTalent0","PrereqRank0","RequiredSpellID"
"Shaman","Enhancement","263","601","2","3","0",,"16254;16271;16272;16273;16274","Anticipation;Anticipation;Anticipation;Anticipation;Anticipation","0","0","0"
"Shaman","Enhancement","263","602","3","1","0",,"16256;16281;16282;16283;16284","Flurry;Flurry;Flurry;Flurry;Flurry","613","4","0"
"Shaman","Enhancement","263","615","3","2","0",,"16252;16306;16307;16308;16309","Toughness;Toughness;Toughness;Toughness;Toughness","0","0","0"
"Shaman","Enhancement","263","1647","4","0","0",,"29192;29193","Improved Weapon Totems;Improved Weapon Totems","0","0","0"
"Shaman","Enhancement","263","616","4","1","0",,"16268","Spirit Weapons","0","0","0"
"Shaman","Enhancement","263","611","4","2","0",,"16266;29079;29080","Elemental Weapons;Elemental Weapons;Elemental Weapons","0","0","0"
"Shaman","Enhancement","263","1691","5","0","0",,"30812;30813;30814","Mental Quickness;Mental Quickness;Mental Quickness","0","0","0"
"Shaman","Enhancement","263","1643","5","3","0",,"29082;29084;29086;29087;29088","Weapon Mastery;Weapon Mastery;Weapon Mastery;Weapon Mastery;Weapon Mastery","0","0","0"
"Shaman","Enhancement","263","1692","6","0","0",,"30816;30818;30819","Dual Wield Specialization;Dual Wield Specialization;Dual Wield Specialization","1690","0","0"
"Shaman","Enhancement","263","1690","6","1","0",,"30798","Dual Wield","616","0","0"
"Shaman","Enhancement","263","901","6","2","0",,"17364","Stormstrike","611","2","0"
"Shaman","Enhancement","263","1689","7","1","0",,"30802;30808;30809;30810;30811","Unleashed Rage;Unleashed Rage;Unleashed Rage;Unleashed Rage;Unleashed Rage","0","0","0"
"Shaman","Enhancement","263","1693","8","1","0",,"30823","Shamanistic Rage","0","0","0"
"Warlock","Destruction","301","944","0","1","0",,"17793;17796;17801;17802;17803","Improved Shadow Bolt;Improved Shadow Bolt;Improved Shadow Bolt;Improved Shadow Bolt;Improved Shadow Bolt","0","0","0"
"Warlock","Destruction","301","941","0","2","0",,"17778;17779;17780;17781;17782","Cataclysm;Cataclysm;Cataclysm;Cataclysm;Cataclysm","0","0","0"
"Warlock","Destruction","301","943","1","1","0",,"17788;17789;17790;17791;17792","Bane;Bane;Bane;Bane;Bane","0","0","0"
"Warlock","Destruction","301","982","1","2","0",,"18119;18120;18121;18122;18123","Aftermath;Aftermath;Aftermath;Aftermath;Aftermath","0","0","0"
"Warlock","Destruction","301","983","2","0","0",,"18126;18127","Improved Firebolt;Improved Firebolt","0","0","0"
"Warlock","Destruction","301","984","2","1","0",,"18128;18129","Improved Lash of Pain;Improved Lash of Pain","0","0","0"
"Warlock","Destruction","301","981","2","2","0",,"18130;18131;18132;18133;18134","Devastation;Devastation;Devastation;Devastation;Devastation","0","0","0"
"Warlock","Destruction","301","963","2","3","0",,"17877","Shadowburn","0","0","0"
"Warlock","Destruction","301","985","3","0","0",,"18135;18136","Intensity;Intensity","0","0","0"
"Warlock","Destruction","301","964","3","1","0",,"17917;17918","Destructive Reach;Destructive Reach","0","0","0"
"Warlock","Destruction","301","965","3","3","0",,"17927;17929;17930","Improved Searing Pain;Improved Searing Pain;Improved Searing Pain","0","0","0"
"Warlock","Destruction","301","986","4","0","0",,"18096;18073","Pyroclasm;Pyroclasm","985","1","0"
"Warlock","Destruction","301","961","4","1","0",,"17815;17833;17834;17835;17836","Improved Immolate;Improved Immolate;Improved Immolate;Improved Immolate;Improved Immolate","0","0","0"
"Warlock","Destruction","301","967","4","2","0",,"17959","Ruin","981","4","0"
"Warlock","Destruction","301","1679","5","0","0",,"30299;30301;30302","Nether Protection;Nether Protection;Nether Protection","0","0","0"
"Warlock","Destruction","301","966","5","2","0",,"17954;17955;17956;17957;17958","Emberstorm;Emberstorm;Emberstorm;Emberstorm;Emberstorm","0","0","0"
"Warlock","Destruction","301","1817","6","0","0",,"34935;34938;34939","Backlash;Backlash;Backlash","0","0","0"
"Warlock","Destruction","301","968","6","1","0",,"17962","Conflagrate","961","4","0"
"Warlock","Destruction","301","1678","6","2","0",,"30293;30295;30296","Soul Leech;Soul Leech;Soul Leech","0","0","0"
"Warlock","Destruction","301","1677","7","1","0",,"30288;30289;30290;30291;30292","Shadow and Flame;Shadow and Flame;Shadow and Flame;Shadow and Flame;Shadow and Flame","0","0","0"
"Warlock","Destruction","301","1676","8","1","0",,"30283","Shadowfury","1677","4","0"
"Warlock","Affliction","302","1005","0","1","0",,"18174;18175;18176;18177;18178","Suppression;Suppression;Suppression;Suppression;Suppression","0","0","0"
"Warlock","Affliction","302","1003","0","2","0",,"17810;17811;17812;17813;17814","Improved Corruption;Improved Corruption;Improved Corruption;Improved Corruption;Improved Corruption","0","0","0"
"Warlock","Affliction","302","1006","1","0","0",,"18179;18180","Improved Curse of Weakness;Improved Curse of Weakness","0","0","0"
"Warlock","Affliction","302","1101","1","1","0",,"18213;18372","Improved Drain Soul;Improved Drain Soul","0","0","0"
"Warlock","Affliction","302","1007","1","2","0",,"18182;18183","Improved Life Tap;Improved Life Tap","0","0","0"
"Warlock","Affliction","302","1004","1","3","0",,"17804;17805","Soul Siphon;Soul Siphon","0","0","0"
"Warlock","Affliction","302","1284","2","0","0",,"18827;18829","Improved Curse of Agony;Improved Curse of Agony","0","0","0"
"Warlock","Affliction","302","1001","2","1","0",,"17783;17784;17785;17786;17787","Fel Concentration;Fel Concentration;Fel Concentration;Fel Concentration;Fel Concentration","0","0","0"
"Warlock","Affliction","302","1061","2","2","0",,"18288","Amplify Curse","0","0","0"
"Warlock","Affliction","302","1021","3","0","0",,"18218;18219","Grim Reach;Grim Reach","0","0","0"
"Warlock","Affliction","302","1002","3","1","0",,"18094;18095","Nightfall;Nightfall","0","0","0"
"Warlock","Affliction","302","1764","3","3","0",,"32381;32382;32383","Empowered Corruption;Empowered Corruption;Empowered Corruption","0","0","0"
"Warlock","Affliction","302","1763","4","0","0",,"32385;32387;32392;32393;32394","Shadow Embrace;Shadow Embrace;Shadow Embrace;Shadow Embrace;Shadow Embrace","0","0","0"
"Warlock","Affliction","302","1041","4","1","0",,"18265","Siphon Life","0","0","0"
"Warlock","Affliction","302","1081","4","2","0",,"18223","Curse of Exhaustion","1061","0","0"
"Warlock","Affliction","302","1042","5","1","0",,"18271;18272;18273;18274;18275","Shadow Mastery;Shadow Mastery;Shadow Mastery;Shadow Mastery;Shadow Mastery","1041","0","0"
"Warlock","Affliction","302","1669","6","1","0",,"30060;30061;30062;30063;30064","Contagion;Contagion;Contagion;Contagion;Contagion","0","0","0"
"Warlock","Affliction","302","1022","6","2","0",,"18220","Dark Pact","0","0","0"
"Warlock","Affliction","302","1668","7","0","0",,"30054;30057","Improved Howl of Terror;Improved Howl of Terror","0","0","0"
"Warlock","Affliction","302","1667","7","2","0",,"32477;32483;32484","Malediction;Malediction;Malediction","0","0","0"
"Warlock","Affliction","302","1670","8","1","0",,"30108","Unstable Affliction","1669","4","0"
"Warlock","Demonology","303","1221","0","0","0",,"18692;18693","Improved Healthstone;Improved Healthstone","0","0","0"
"Warlock","Demonology","303","1222","0","1","0",,"18694;18695;18696","Improved Imp;Improved Imp;Improved Imp","0","0","0"
"Warlock","Demonology","303","1223","0","2","0",,"18697;18698;18699;18700;18701","Demonic Embrace;Demonic Embrace;Demonic Embrace;Demonic Embrace;Demonic Embrace","0","0","0"
"Warlock","Demonology","303","1224","1","0","0",,"18703;18704","Improved Health Funnel;Improved Health Funnel","0","0","0"
"Warlock","Demonology","303","1225","1","1","0",,"18705;18706;18707","Improved Voidwalker;Improved Voidwalker;Improved Voidwalker","0","0","0"
"Warlock","Demonology","303","1242","1","2","0",,"18731;18743;18744","Fel Intellect;Fel Intellect;Fel Intellect","0","0","0"
"Warlock","Demonology","303","1243","2","0","0",,"18754;18755;18756","Improved Sayaad;Improved Sayaad;Improved Sayaad","0","0","0"
"Warlock","Demonology","303","1226","2","1","0",,"18708","Fel Domination","0","0","0"
"Warlock","Demonology","303","1241","2","2","0",,"18748;18749;18750","Fel Stamina;Fel Stamina;Fel Stamina","0","0","0"
"Warlock","Demonology","303","1671","2","3","0",,"30143;30144;30145","Demonic Aegis;Demonic Aegis;Demonic Aegis","0","0","0"
"Warlock","Demonology","303","1227","3","1","0",,"18709;18710","Master Summoner;Master Summoner","1226","0","0"
"Warlock","Demonology","303","1262","3","2","0",,"18769;18770;18771;18772;18773","Unholy Power;Unholy Power;Unholy Power;Unholy Power;Unholy Power","0","4","0"
"Warlock","Demonology","303","1283","4","0","0",,"18821;18822","Improved Subjugate Demon;Improved Subjugate Demon","0","0","0"
"Warlock","Demonology","303","1281","4","1","0",,"18788","Demonic Sacrifice","0","0","0"
"Warlock","Demonology","303","1261","4","3","0",,"18767;18768","Master Conjuror;Master Conjuror","0","0","0"
"Warlock","Demonology","303","1681","5","0","0",,"30326;30327;30328","Mana Feed;Mana Feed;Mana Feed","0","0","0"
"Warlock","Demonology","303","1244","5","2","0",,"23785;23822;23823;23824;23825","Master Demonologist;Master Demonologist;Master Demonologist;Master Demonologist;Master Demonologist","1262","4","0"
"Warlock","Demonology","303","1680","6","0","0",,"30319;30320;30321","Demonic Resilience;Demonic Resilience;Demonic Resilience","0","0","0"
"Warlock","Demonology","303","1282","6","1","0",,"19028","Soul Link","1281","0","0"
"Warlock","Demonology","303","1263","6","2","0",,"35691;35692;35693","Demonic Knowledge;Demonic Knowledge;Demonic Knowledge","0","0","0"
"Warlock","Demonology","303","1673","7","1","0",,"30242;30245;30246;30247;30248","Demonic Tactics;Demonic Tactics;Demonic Tactics;Demonic Tactics;Demonic Tactics","0","0","0"
"Warlock","Demonology","303","1672","8","1","0",,"30146","Summon Felguard","0","0","0"
"Warrior","Arms","161","124","0","0","0",,"12282;12663;12664","Improved Heroic Strike;Improved Heroic Strike;Improved Heroic Strike","0","0","0"
"Warrior","Arms","161","130","0","1","0",,"16462;16463;16464;16465;16466","Deflection;Deflection;Deflection;Deflection;Deflection","0","0","0"
"Warrior","Arms","161","127","0","2","0",,"12286;12658;12659","Improved Rend;Improved Rend;Improved Rend","0","0","0"
"Warrior","Arms","161","126","1","0","0",,"12285;12697","Improved Charge;Improved Charge","0","0","0"
"Warrior","Arms","161","641","1","1","0",,"12300;12959;12960;12961;12962","Iron Will;Iron Will;Iron Will;Iron Will;Iron Will","0","0","0"
"Warrior","Arms","161","128","1","2","0",,"12287;12665;12666","Improved Thunder Clap;Improved Thunder Clap;Improved Thunder Clap","0","0","0"
"Warrior","Arms","161","131","2","0","0",,"12290;12963","Improved Overpower;Improved Overpower","0","0","0"
"Warrior","Arms","161","137","2","1","0",,"12296","Anger Management","0","0","0"
"Warrior","Arms","161","121","2","2","0",,"12834;12849;12867","Deep Wounds;Deep Wounds;Deep Wounds","0","0","0"
"Warrior","Arms","161","136","3","1","0",,"12163;12711;12712;12713;12714","Two-Handed Weapon Specialization;Two-Handed Weapon Specialization;Two-Handed Weapon Specialization;Two-Handed Weapon Specialization;Two-Handed Weapon Specialization","0","0","0"
"Warrior","Arms","161","662","3","2","0",,"16493;16494","Impale;Impale","121","2","0"
"Warrior","Arms","161","132","4","0","0",,"12700;12781;12783;12784;12785","Poleaxe Specialization;Poleaxe Specialization;Poleaxe Specialization;Poleaxe Specialization;Poleaxe Specialization","0","0","0"
"Warrior","Arms","161","133","4","1","0",,"12292","Death Wish","0","0","0"
"Warrior","Arms","161","125","4","2","0",,"12284;12701;12702;12703;12704","Mace Specialization;Mace Specialization;Mace Specialization;Mace Specialization;Mace Specialization","0","0","0"
"Warrior","Arms","161","123","4","3","0",,"12281;12812;12813;12814;12815","Sword Specialization;Sword Specialization;Sword Specialization;Sword Specialization;Sword Specialization","0","0","0"
"Warrior","Arms","161","134","5","0","0",,"29888;29889","Improved Intercept;Improved Intercept","0","0","0"
"Warrior","Arms","161","129","5","2","0",,"12289;12668;23695","Improved Hamstring;Improved Hamstring;Improved Hamstring","0","0","0"
"Warrior","Arms","161","1662","5","3","0",,"29723;29724;29725","Improved Disciplines;Improved Disciplines;Improved Disciplines","0","0","0"
"Warrior","Arms","161","1664","6","0","0",,"29836;29859","Blood Frenzy;Blood Frenzy","0","0","0"
"Warrior","Arms","161","135","6","1","0",,"12294","Mortal Strike","133","0","0"
"Warrior","Arms","161","1663","6","2","0",,"29834;29838","Second Wind;Second Wind","0","0","0"
"Warrior","Arms","161","1824","7","1","0",,"35446;35448;35449;35450;35451","Improved Mortal Strike;Improved Mortal Strike;Improved Mortal Strike;Improved Mortal Strike;Improved Mortal Strike","135","0","0"
"Warrior","Arms","161","1661","8","1","0",,"29623","Endless Rage","0","0","0"
"Warrior","Protection","163","142","0","0","0",,"12301;12818","Improved Bloodrage;Improved Bloodrage","0","0","0"
"Warrior","Protection","163","141","0","1","0",,"12295;12676;12677","Tactical Mastery;Tactical Mastery;Tactical Mastery","0","0","0"
"Warrior","Protection","163","138","0","2","0",,"12297;12750;12751;12752;12753","Anticipation;Anticipation;Anticipation;Anticipation;Anticipation","0","0","0"
"Warrior","Protection","163","1601","1","1","0",,"12298;12724;12725;12726;12727","Shield Specialization;Shield Specialization;Shield Specialization;Shield Specialization;Shield Specialization","0","0","0"
"Warrior","Protection","163","140","1","2","0",,"12299;12761;12762;12763;12764","Toughness;Toughness;Toughness;Toughness;Toughness","0","0","0"
"Warrior","Protection","163","153","2","0","0",,"12975","Last Stand","0","0","0"
"Warrior","Protection","163","145","2","1","0",,"12945","Improved Shield Block","1601","4","0"
"Warrior","Protection","163","147","2","2","0",,"12797;12799;12800","Improved Revenge;Improved Revenge;Improved Revenge","0","0","0"
"Warrior","Protection","163","144","2","3","0",,"12303;12788;12789","Defiance;Defiance;Defiance","0","0","0"
"Warrior","Protection","163","146","3","0","0",,"12308;12810;12811","Improved Sunder Armor;Improved Sunder Armor;Improved Sunder Armor","0","0","0"
"Warrior","Protection","163","151","3","1","0",,"12313;12804;12807","Improved Disarm;Improved Disarm;Improved Disarm","0","0","0"
"Warrior","Protection","163","143","3","2","0",,"12302;12765","Improved Taunt;Improved Taunt","0","0","0"
"Warrior","Protection","163","150","4","0","0",,"12312;12803","Improved Shield Wall;Improved Shield Wall","0","0","0"
"Warrior","Protection","163","152","4","1","0",,"12809","Concussion Blow","0","0","0"
"Warrior","Protection","163","149","4","2","0",,"12311;12958","Improved Shield Bash;Improved Shield Bash","0","0","0"
"Warrior","Protection","163","1654","5","0","0",,"29598;29599;29600","Shield Mastery;Shield Mastery;Shield Mastery","0","0","0"
"Warrior","Protection","163","702","5","2","0",,"16538;16539;16540;16541;16542","One-Handed Weapon Specialization;One-Handed Weapon Specialization;One-Handed Weapon Specialization;One-Handed Weapon Specialization;One-Handed Weapon Specialization","0","0","0"
"Warrior","Protection","163","1652","6","0","0",,"29593;29594;29595","Improved Defensive Stance;Improved Defensive Stance;Improved Defensive Stance","0","0","0"
"Warrior","Protection","163","148","6","1","0",,"23922","Shield Slam","152","0","0"
"Warrior","Protection","163","1660","6","2","0",,"29787;29790;29792","Focused Rage;Focused Rage;Focused Rage","0","0","0"
"Warrior","Protection","163","1653","7","1","0",,"29140;29143;29144;29145;29146","Vitality;Vitality;Vitality;Vitality;Vitality","0","0","0"
"Warrior","Protection","163","1666","8","1","0",,"20243","Devastate","0","0","0"
"Warrior","Fury","164","158","0","1","0",,"12321;12835;12836;12837;12838","Booming Voice;Booming Voice;Booming Voice;Booming Voice;Booming Voice","0","0","0"
"Warrior","Fury","164","157","0","2","0",,"12320;12852;12853;12855;12856","Cruelty;Cruelty;Cruelty;Cruelty;Cruelty","0","0","0"
"Warrior","Fury","164","161","1","1","0",,"12324;12876;12877;12878;12879","Improved Demoralizing Shout;Improved Demoralizing Shout;Improved Demoralizing Shout;Improved Demoralizing Shout;Improved Demoralizing Shout","0","0","0"
"Warrior","Fury","164","159","1","2","0",,"12322;12999;13000;13001;13002","Unbridled Wrath;Unbridled Wrath;Unbridled Wrath;Unbridled Wrath;Unbridled Wrath","0","0","0"
"Warrior","Fury","164","166","2","0","0",,"12329;12950;20496","Improved Cleave;Improved Cleave;Improved Cleave","0","0","0"
"Warrior","Fury","164","160","2","1","0",,"12323","Piercing Howl","0","0","0"
"Warrior","Fury","164","661","2","2","0",,"16487;16489;16492","Blood Craze;Blood Craze;Blood Craze","0","0","0"
"Warrior","Fury","164","154","2","3","0",,"12318;12857;12858;12860;12861","Commanding Presence;Commanding Presence;Commanding Presence;Commanding Presence;Commanding Presence","0","0","0"
"Warrior","Fury","164","1581","3","0","0",,"23584;23585;23586;23587;23588","Dual Wield Specialization;Dual Wield Specialization;Dual Wield Specialization;Dual Wield Specialization;Dual Wield Specialization","0","0","0"
"Warrior","Fury","164","1542","3","1","0",,"20502;20503","Improved Execute;Improved Execute","0","0","0"
"Warrior","Fury","164","155","3","2","0",,"12317;13045;13046;13047;13048","Enrage;Enrage;Enrage;Enrage;Enrage","0","0","0"
"Warrior","Fury","164","168","4","0","0",,"12862;12330","Improved Slam;Improved Slam","0","0","0"
"Warrior","Fury","164","165","4","1","0",,"12328","Sweeping Strikes","0","0","0"
"Warrior","Fury","164","1543","4","3","0",,"20504;20505","Weapon Mastery;Weapon Mastery","0","0","0"
"Warrior","Fury","164","1541","5","0","0",,"20500;20501","Improved Berserker Rage;Improved Berserker Rage","0","0","0"
"Warrior","Fury","164","156","5","2","0",,"12319;12971;12972;12973;12974","Flurry;Flurry;Flurry;Flurry;Flurry","155","4","0"
"Warrior","Fury","164","1657","6","0","0",,"29590;29591;29592","Precision;Precision;Precision","0","0","0"
"Warrior","Fury","164","167","6","1","0",,"23881","Bloodthirst","165","0","0"
"Warrior","Fury","164","1655","6","2","0",,"29721;29776","Improved Whirlwind;Improved Whirlwind","0","0","0"
"Warrior","Fury","164","1658","7","2","0",,"29759;29760;29761;29762;29763","Improved Berserker Stance;Improved Berserker Stance;Improved Berserker Stance;Improved Berserker Stance;Improved Berserker Stance","0","0","0"
"Warrior","Fury","164","1659","8","1","0",,"29801","Rampage","167","0","0"
