ID,AllowableRace,Description_lang,Display3_lang,Display2_lang,Display1_lang,Display_lang,DmgVariance,DurationInInventory,QualityModifier,BagFamily,StartQuestID,ItemRange,StatPercentageOfSocket_0,StatPercentageOfSocket_1,StatPercentageOfSocket_2,StatPercentageOfSocket_3,StatPercentageOfSocket_4,StatPercentageOfSocket_5,StatPercentageOfSocket_6,StatPercentageOfSocket_7,StatPercentageOfSocket_8,StatPercentageOfSocket_9,StatPercentEditor_0,StatPercentEditor_1,StatPercentEditor_2,StatPercentEditor_3,StatPercentEditor_4,StatPercentEditor_5,StatPercentEditor_6,StatPercentEditor_7,StatPercentEditor_8,StatPercentEditor_9,Field_1_15_3_55112_014_0,Field_1_15_3_55112_014_1,Field_1_15_3_55112_014_2,Field_1_15_3_55112_014_3,Field_1_15_3_55112_014_4,Field_1_15_3_55112_014_5,Field_1_15_3_55112_014_6,Field_1_15_3_55112_014_7,Field_1_15_3_55112_014_8,Field_1_15_3_55112_014_9,StatModifier_bonusStat_0,StatModifier_bonusStat_1,StatModifier_bonusStat_2,StatModifier_bonusStat_3,StatModifier_bonusStat_4,StatModifier_bonusStat_5,StatModifier_bonusStat_6,StatModifier_bonusStat_7,StatModifier_bonusStat_8,StatModifier_bonusStat_9,Stackable,MaxCount,MinReputation,RequiredAbility,SellPrice,BuyPrice,VendorStackCount,PriceVariance,PriceRandomValue,Flags_0,Flags_1,Flags_2,Flags_3,Flags_4,OppositeFactionItemID,ModifiedCraftingReagentItemID,ContentTuningID,PlayerLevelToItemLevelCurveID,MaxDurability,ItemNameDescriptionID,RequiredTransmogHoliday,RequiredHoliday,LimitCategory,Gem_properties,Socket_match_enchantment_ID,TotemCategoryID,InstanceBound,ZoneBound_0,ZoneBound_1,ItemSet,LockID,PageID,ItemDelay,MinFactionID,RequiredSkillRank,RequiredSkill,ItemLevel,AllowableClass,ItemRandomSuffixGroupID,RandomSelect,MinDamage_0,MinDamage_1,MinDamage_2,MinDamage_3,MinDamage_4,MaxDamage_0,MaxDamage_1,MaxDamage_2,MaxDamage_3,MaxDamage_4,Resistances_0,Resistances_1,Resistances_2,Resistances_3,Resistances_4,Resistances_5,Resistances_6,Field_1_15_7_59706_054,StatModifier_bonusAmount_0,StatModifier_bonusAmount_1,StatModifier_bonusAmount_2,StatModifier_bonusAmount_3,StatModifier_bonusAmount_4,StatModifier_bonusAmount_5,StatModifier_bonusAmount_6,StatModifier_bonusAmount_7,StatModifier_bonusAmount_8,StatModifier_bonusAmount_9,ExpansionID,ArtifactID,SpellWeight,SpellWeightCategory,SocketType_0,SocketType_1,SocketType_2,SheatheType,Material,PageMaterialID,LanguageID,Bonding,DamageType,ContainerSlots,RequiredPVPMedal,RequiredPVPRank,InventoryType,OverallQualityID,AmmunitionType,RequiredLevel
16976,-1,,,,,"Murgut's Totem",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,1,1,1,0,24580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0
16977,-1,,,,,"Warsong Boots",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7273,5455,0,0,0,0,0,0,0,0,3,7,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1536,7682,1,1,1,0,24580,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,-1,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,8,3,0,0
16978,-1,,,,,"Warsong Gauntlets",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9091,2727,0,0,0,0,0,0,0,0,4,7,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1233,6168,1,1,1,0,24580,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,-1,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,10,3,0,0
16979,-1,,,,,"Flarecore Gloves",0.20000000298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4118,2941,0,0,0,0,0,0,0,0,5,7,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,13894,69471,1,1,1,0,24580,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,31632,0,0,0,0,0,0,0,0,0,0,0,0,68,0,25,0,0,0,0,0,14,10,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,10,4,0,57
16980,-1,,,,,"Flarecore Mantle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2941,2941,2647,0,0,0,0,0,0,0,6,5,7,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,20632,103164,1,1,1,0,24580,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,-1,0,0,0,0,0,0,0,0,0,0,0,0,81,0,24,0,0,0,0,0,10,10,9,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,3,4,0,56
16981,-1,,,,,"Owlbeard Bracers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6667,3333,3333,0,0,0,0,0,0,0,5,7,6,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,292,1460,1,1,1,0,24580,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,9,2,0,0
16982,-1,,,,,"Corehound Boots",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4063,3125,0,0,0,0,0,0,0,0,3,7,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,24397,121986,1,1,1,0,24580,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,-1,0,0,0,0,0,0,0,0,0,0,0,0,144,0,24,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,8,4,0,54
16983,-1,,,,,"Molten Helm",0.20000000298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3636,0,0,0,0,0,0,0,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,25709,128545,1,1,1,0,24580,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,-1,0,0,0,0,0,0,0,0,0,0,0,0,171,0,29,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,1,4,0,55
16984,-1,,,,,"Black Dragonscale Boots",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2941,0,0,0,0,0,0,0,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,31533,157668,1,1,1,0,24580,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,489,0,0,0,0,0,0,61,-1,0,0,0,0,0,0,0,0,0,0,0,0,308,0,24,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,8,4,0,56
16985,-1,,,,,"Windseeker Boots",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,847,4239,1,1,1,0,24580,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,-1,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,8,2,0,0
16986,-1,,,,,"Sandspire Gloves",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8333,3333,0,0,0,0,0,0,0,0,4,7,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,850,4254,1,1,1,0,24580,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,-1,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,10,2,0,0
16987,-1,,,,,"Screecher Belt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7143,4286,2857,0,0,0,0,0,0,0,5,7,6,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,884,4423,1,1,1,0,24580,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,-1,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,6,2,0,0
16988,-1,,,,,"Fiery Chain Shoulders",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4118,2941,0,0,0,0,0,0,0,0,5,7,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,29333,146667,1,1,1,0,24580,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,-1,0,0,0,0,0,0,0,0,0,0,0,0,341,0,25,0,0,0,0,0,14,10,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,3,4,0,57
16989,-1,,,,,"Fiery Chain Girdle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3125,2813,2500,0,0,0,0,0,0,0,7,5,6,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,18610,93050,1,1,1,0,24580,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,-1,0,0,0,0,0,0,0,0,0,0,0,0,245,0,24,0,0,0,0,0,10,9,8,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,6,4,0,54
16990,-1,,,,,"Spritekin Cloak",0.20000000298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,6000,0,0,0,0,0,0,0,0,3,7,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,998,4990,1,1,1,0,24580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,16,2,0,0
16991,-1,,,,,"Triage Bandage",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,1,1,1,64,24580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0
16992,-1,,,,,"Smokey's Explosive Launcher",0.60000002384,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,30874,154371,1,1,1,0,24580,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,2700,0,0,0,60,-1,0,0,68,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,26,2,3,0
16993,-1,,,,,"Smokey's Fireshooter",0.60000002384,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,30989,154946,1,1,1,0,24580,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,0,0,0,60,-1,0,0,70,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,26,2,0,0
16994,-1,,,,,"Duskwing Gloves",0.20000000298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,5500,2500,0,0,0,0,0,0,0,5,7,6,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,10368,51840,1,1,1,0,24580,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,-1,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,14,11,5,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,10,2,0,0
16995,-1,,,,,"Duskwing Mantle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,3000,0,0,0,0,0,0,0,0,3,7,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,15609,78048,1,1,1,0,24580,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,-1,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,17,6,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,3,2,0,0
16996,-1,,,,,"Gorewood Bow",0.60000002384,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,833,556,0,0,0,0,0,0,0,7,3,4,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,38648,193241,1,1,1,0,24580,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,62,-1,0,0,70,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,9,3,2,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,15,3,2,0
16997,-1,,,,,Stormrager,0.60000002384,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5333,3333,0,0,0,0,0,0,0,0,7,5,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,38790,193951,1,1,1,0,24580,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,0,0,0,62,-1,0,0,57,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,26,3,0,0
16998,-1,,,,,"Sacred Protector",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,5000,0,0,0,0,0,0,0,0,7,5,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,33222,166110,1,1,1,0,24580,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,-1,0,0,0,0,0,0,0,0,0,0,0,0,2121,0,0,0,0,0,0,0,15,10,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,14,3,0,0
16999,-1,,,,,"Royal Seal of Alexis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5263,5263,4211,0,0,0,0,0,0,0,5,7,6,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,10709,42837,1,1,1,16,24580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,8,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11,3,0,54
17000,-1,,,,,"Band of the Wraith",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,10314,41258,1,1,1,0,24580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,2,0,0
17001,-1,,,,,"Elemental Circle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,10314,41258,1,1,1,0,24580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,2,0,0
17002,-1,,,,,"Ichor Spitter",0.60000002384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,43287,216438,1,1,1,0,24580,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,61,-1,0,0,61,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,13,2,0,0
17003,-1,,,,,"Skullstone Hammer",0.60000002384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8182,3636,2727,0,0,0,0,0,0,0,5,7,6,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,43439,217195,1,1,1,0,24580,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,2700,0,0,0,61,-1,0,0,68,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,0,0,0,0,0,0,0,254,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,13,2,0,0
17004,-1,,,,,"Sarah's Guide",0.40000000596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7407,5556,0,0,0,0,0,0,0,0,7,5,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,54493,272465,1,1,1,0,24580,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,61,-1,0,0,94,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,20,15,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,17,2,0,0
17005,-1,,,,,"Boorguard Tunic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,6000,0,0,0,0,0,0,0,0,3,7,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1632,8161,1,1,1,0,24580,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,-1,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,5,2,0,0
17006,-1,,,,,"Cobalt Legguards",0.20000000298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,5000,3000,0,0,0,0,0,0,0,7,4,3,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1966,9831,1,1,1,0,24580,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,-1,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,7,5,3,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,7,2,0,0
17007,-1,,,,,"Stonerender Gauntlets",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7143,3571,3571,0,0,0,0,0,0,0,6,7,5,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,11697,58487,1,1,1,0,24580,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,-1,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,10,0,0,0,0,20,10,10,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,10,4,0,46
17008,-1,"The scroll bears an insignia foreign to you.",,,,"Small Scroll",0,0,0,0,6522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,1,2048,24580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,28
17009,-1,,,,,"Ambassador Malcin's Head",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,1,2048,24580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0
17010,-1,,,,,"Fiery Core",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,0,0,0,2000,8000,1,1,1,0,24580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
17011,-1,,,,,"Lava Core",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,0,0,0,2000,8000,1,1,1,0,24580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
17012,-1,,,,,"Core Leather",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,0,0,0,1000,4000,1,1,1,0,24580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0
17013,-1,,,,,"Dark Iron Leggings",0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3182,0,0,0,0,0,0,0,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,46272,231363,1,1,1,0,24580,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,-1,0,0,0,0,0,0,0,0,0,0,0,0,683,0,30,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,7,4,0,55
17014,-1,,,,,"Dark Iron Bracers",0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2800,0,0,0,0,0,0,0,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,22242,111213,1,1,1,0,24580,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,-1,0,0,0,0,0,0,0,0,0,0,0,0,336,0,18,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,9,4,0,54
17015,-1,,,,,"Dark Iron Reaver",0.60000002384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6250,0,0,0,0,0,0,0,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,53430,267153,1,1,1,0,24580,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,65,-1,0,0,71,0,0,0,0,134,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,21,3,0,60
17016,-1,,,,,"Dark Iron Destroyer",0.60000002384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6250,0,0,0,0,0,0,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,53627,268138,1,1,1,0,24580,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,65,-1,0,0,71,0,0,0,0,134,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,21,3,0,60
