Class,Tree,TierID,ColumnIndex,TalentID,RankSpellIDs,RankSpellNames,UsageTag,PlaystyleTags,PrereqTalent0,RequiredSpellID
Shaman,Enhancement,2,3,601,16254;16271;16272;16273;16274,Anticipation;Anticipation;Anticipation;Anticipation;Anticipation,utility-or-rank,utility,0,0
Shaman,Enhancement,3,1,602,16256;16281;16282;16283;16284,Flurry;Flurry;Flurry;Flurry;Flurry,utility-or-rank,utility,613,0
Shaman,Enhancement,3,2,615,16252;16306;16307;16308;16309,Toughness;Toughness;Toughness;Toughness;Toughness,utility-or-rank,utility,0,0
Shaman,Enhancement,4,0,1647,29192;29193,Improved Weapon Totems;Improved Weapon Totems,talent-passive,state-maintenance,0,0
Shaman,Enhancement,4,1,616,16268,Spirit Weapons,utility-or-rank,utility,0,0
Shaman,Enhancement,4,2,611,16266;29079;29080,Elemental Weapons;Elemental Weapons;Elemental Weapons,utility-or-rank,utility,0,0
Shaman,Enhancement,5,0,1691,30812;30813;30814,Mental Quickness;Mental Quickness;Mental Quickness,utility-or-rank,utility,0,0
Shaman,Enhancement,5,3,1643,29082;29084;29086;29087;29088,Weapon Mastery;Weapon Mastery;Weapon Mastery;Weapon Mastery;Weapon Mastery,talent-passive,utility,0,0
Shaman,Enhancement,6,0,1692,30816;30818;30819,Dual Wield Specialization;Dual Wield Specialization;Dual Wield Specialization,talent-passive,utility,1690,0
Shaman,Enhancement,6,1,1690,30798,Dual Wield,utility-or-rank,utility,616,0
Shaman,Enhancement,6,2,901,17364,Stormstrike,damage,single-target,611,0
Shaman,Enhancement,7,1,1689,30802;30808;30809;30810;30811,Unleashed Rage;Unleashed Rage;Unleashed Rage;Unleashed Rage;Unleashed Rage,utility-or-rank,utility,0,0
Shaman,Enhancement,8,1,1693,30823,Shamanistic Rage,utility-or-rank,utility,0,0
Warlock,Destruction,0,1,944,17793;17796;17801;17802;17803,Improved Shadow Bolt;Improved Shadow Bolt;Improved Shadow Bolt;Improved Shadow Bolt;Improved Shadow Bolt,damage,single-target,0,0
Warlock,Destruction,0,2,941,17778;17779;17780;17781;17782,Cataclysm;Cataclysm;Cataclysm;Cataclysm;Cataclysm,utility-or-rank,utility,0,0
Warlock,Destruction,1,1,943,17788;17789;17790;17791;17792,Bane;Bane;Bane;Bane;Bane,utility-or-rank,utility,0,0
Warlock,Destruction,1,2,982,18119;18120;18121;18122;18123,Aftermath;Aftermath;Aftermath;Aftermath;Aftermath,utility-or-rank,utility,0,0
Warlock,Destruction,2,0,983,18126;18127,Improved Firebolt;Improved Firebolt,damage,single-target,0,0
Warlock,Destruction,2,1,984,18128;18129,Improved Lash of Pain;Improved Lash of Pain,talent-passive,utility,0,0
Warlock,Destruction,2,2,981,18130;18131;18132;18133;18134,Devastation;Devastation;Devastation;Devastation;Devastation,utility-or-rank,utility,0,0
Warlock,Destruction,2,3,963,17877,Shadowburn,utility-or-rank,utility,0,0
Warlock,Destruction,3,0,985,18135;18136,Intensity;Intensity,utility-or-rank,utility,0,0
Warlock,Destruction,3,1,964,17917;17918,Destructive Reach;Destructive Reach,utility-or-rank,utility,0,0
Warlock,Destruction,3,3,965,17927;17929;17930,Improved Searing Pain;Improved Searing Pain;Improved Searing Pain,talent-passive,utility,0,0
Warlock,Destruction,4,0,986,18096;18073,Pyroclasm;Pyroclasm,utility-or-rank,utility,985,0
Warlock,Destruction,4,1,961,17815;17833;17834;17835;17836,Improved Immolate;Improved Immolate;Improved Immolate;Improved Immolate;Improved Immolate,talent-passive,utility,0,0
Warlock,Destruction,4,2,967,17959,Ruin,utility-or-rank,utility,981,0
Warlock,Destruction,5,0,1679,30299;30301;30302,Nether Protection;Nether Protection;Nether Protection,utility-or-rank,utility,0,0
Warlock,Destruction,5,2,966,17954;17955;17956;17957;17958,Emberstorm;Emberstorm;Emberstorm;Emberstorm;Emberstorm,utility-or-rank,utility,0,0
Warlock,Destruction,6,0,1817,34935;34938;34939,Backlash;Backlash;Backlash,utility-or-rank,utility,0,0
Warlock,Destruction,6,1,968,17962,Conflagrate,utility-or-rank,utility,961,0
Warlock,Destruction,6,2,1678,30293;30295;30296,Soul Leech;Soul Leech;Soul Leech,utility-or-rank,utility,0,0
Warlock,Destruction,7,1,1677,30288;30289;30290;30291;30292,Shadow and Flame;Shadow and Flame;Shadow and Flame;Shadow and Flame;Shadow and Flame,utility-or-rank,utility,0,0
Warlock,Destruction,8,1,1676,30283,Shadowfury,talent-passive,utility,1677,0
Warlock,Affliction,0,1,1005,18174;18175;18176;18177;18178,Suppression;Suppression;Suppression;Suppression;Suppression,utility-or-rank,utility,0,0
Warlock,Affliction,0,2,1003,17810;17811;17812;17813;17814,Improved Corruption;Improved Corruption;Improved Corruption;Improved Corruption;Improved Corruption,damage,single-target,0,0
Warlock,Affliction,1,0,1006,18179;18180,Improved Curse of Weakness;Improved Curse of Weakness,damage,single-target;dispel-cleanse,0,0
Warlock,Affliction,1,1,1101,18213;18372,Improved Drain Soul;Improved Drain Soul,talent-passive,utility,0,0
Warlock,Affliction,1,2,1007,18182;18183,Improved Life Tap;Improved Life Tap,talent-passive,utility,0,0
Warlock,Affliction,1,3,1004,17804;17805,Soul Siphon;Soul Siphon,utility-or-rank,utility,0,0
Warlock,Affliction,2,0,1284,18827;18829,Improved Curse of Agony;Improved Curse of Agony,damage,single-target;dispel-cleanse,0,0
Warlock,Affliction,2,1,1001,17783;17784;17785;17786;17787,Fel Concentration;Fel Concentration;Fel Concentration;Fel Concentration;Fel Concentration,utility-or-rank,utility,0,0
Warlock,Affliction,2,2,1061,18288,Amplify Curse,damage,single-target;dispel-cleanse,0,0
Warlock,Affliction,3,0,1021,18218;18219,Grim Reach;Grim Reach,utility-or-rank,utility,0,0
Warlock,Affliction,3,1,1002,18094;18095,Nightfall;Nightfall,utility-or-rank,utility,0,0
Warlock,Affliction,3,3,1764,32381;32382;32383,Empowered Corruption;Empowered Corruption;Empowered Corruption,damage,single-target,0,0
Warlock,Affliction,4,0,1763,32385;32387;32392;32393;32394,Shadow Embrace;Shadow Embrace;Shadow Embrace;Shadow Embrace;Shadow Embrace,utility-or-rank,utility,0,0
Warlock,Affliction,4,1,1041,18265,Siphon Life,utility-or-rank,utility,0,0
Warlock,Affliction,4,2,1081,18223,Curse of Exhaustion,damage,single-target;dispel-cleanse,1061,0
Warlock,Affliction,5,1,1042,18271;18272;18273;18274;18275,Shadow Mastery;Shadow Mastery;Shadow Mastery;Shadow Mastery;Shadow Mastery,talent-passive,utility,1041,0
Warlock,Affliction,6,1,1669,30060;30061;30062;30063;30064,Contagion;Contagion;Contagion;Contagion;Contagion,utility-or-rank,utility,0,0
Warlock,Affliction,6,2,1022,18220,Dark Pact,utility-or-rank,utility,0,0
Warlock,Affliction,7,0,1668,30054;30057,Improved Howl of Terror;Improved Howl of Terror,talent-passive,utility,0,0
Warlock,Affliction,7,2,1667,32477;32483;32484,Malediction;Malediction;Malediction,utility-or-rank,utility,0,0
Warlock,Affliction,8,1,1670,30108,Unstable Affliction,utility-or-rank,utility,1669,0
Warlock,Demonology,0,0,1221,18692;18693,Improved Healthstone;Improved Healthstone,healing,healing,0,0
Warlock,Demonology,0,1,1222,18694;18695;18696,Improved Imp;Improved Imp;Improved Imp,talent-passive,utility,0,0
Warlock,Demonology,0,2,1223,18697;18698;18699;18700;18701,Demonic Embrace;Demonic Embrace;Demonic Embrace;Demonic Embrace;Demonic Embrace,utility-or-rank,utility,0,0
Warlock,Demonology,1,0,1224,18703;18704,Improved Health Funnel;Improved Health Funnel,healing,healing,0,0
Warlock,Demonology,1,1,1225,18705;18706;18707,Improved Voidwalker;Improved Voidwalker;Improved Voidwalker,talent-passive,utility,0,0
Warlock,Demonology,1,2,1242,18731;18743;18744,Fel Intellect;Fel Intellect;Fel Intellect,utility-or-rank,utility,0,0
Warlock,Demonology,2,0,1243,18754;18755;18756,Improved Sayaad;Improved Sayaad;Improved Sayaad,talent-passive,utility,0,0
Warlock,Demonology,2,1,1226,18708,Fel Domination,utility-or-rank,utility,0,0
Warlock,Demonology,2,2,1241,18748;18749;18750,Fel Stamina;Fel Stamina;Fel Stamina,utility-or-rank,utility,0,0
Warlock,Demonology,2,3,1671,30143;30144;30145,Demonic Aegis;Demonic Aegis;Demonic Aegis,utility-or-rank,utility,0,0
Warlock,Demonology,3,1,1227,18709;18710,Master Summoner;Master Summoner,utility-or-rank,utility,1226,0
Warlock,Demonology,3,2,1262,18769;18770;18771;18772;18773,Unholy Power;Unholy Power;Unholy Power;Unholy Power;Unholy Power,talent-passive,utility,0,0
Warlock,Demonology,4,0,1283,18821;18822,Improved Subjugate Demon;Improved Subjugate Demon,talent-passive,utility,0,0
Warlock,Demonology,4,1,1281,18788,Demonic Sacrifice,utility-or-rank,utility,0,0
Warlock,Demonology,4,3,1261,18767;18768,Master Conjuror;Master Conjuror,utility-or-rank,utility,0,0
Warlock,Demonology,5,0,1681,30326;30327;30328,Mana Feed;Mana Feed;Mana Feed,utility-or-rank,utility,0,0
Warlock,Demonology,5,2,1244,23785;23822;23823;23824;23825,Master Demonologist;Master Demonologist;Master Demonologist;Master Demonologist;Master Demonologist,utility-or-rank,utility,1262,0
Warlock,Demonology,6,0,1680,30319;30320;30321,Demonic Resilience;Demonic Resilience;Demonic Resilience,utility-or-rank,utility,0,0
Warlock,Demonology,6,1,1282,19028,Soul Link,utility-or-rank,utility,1281,0
Warlock,Demonology,6,2,1263,35691;35692;35693,Demonic Knowledge;Demonic Knowledge;Demonic Knowledge,talent-passive,utility,0,0
Warlock,Demonology,7,1,1673,30242;30245;30246;30247;30248,Demonic Tactics;Demonic Tactics;Demonic Tactics;Demonic Tactics;Demonic Tactics,utility-or-rank,utility,0,0
Warlock,Demonology,8,1,1672,30146,Summon Felguard,utility-or-rank,utility,0,0
Warrior,Arms,0,0,124,12282;12663;12664,Improved Heroic Strike;Improved Heroic Strike;Improved Heroic Strike,damage,single-target,0,0
Warrior,Arms,0,1,130,16462;16463;16464;16465;16466,Deflection;Deflection;Deflection;Deflection;Deflection,utility-or-rank,utility,0,0
Warrior,Arms,0,2,127,12286;12658;12659,Improved Rend;Improved Rend;Improved Rend,talent-passive,utility,0,0
Warrior,Arms,1,0,126,12285;12697,Improved Charge;Improved Charge,talent-passive,utility,0,0
Warrior,Arms,1,1,641,12300;12959;12960;12961;12962,Iron Will;Iron Will;Iron Will;Iron Will;Iron Will,utility-or-rank,utility,0,0
Warrior,Arms,1,2,128,12287;12665;12666,Improved Thunder Clap;Improved Thunder Clap;Improved Thunder Clap,talent-passive,utility,0,0
Warrior,Arms,2,0,131,12290;12963,Improved Overpower;Improved Overpower,talent-passive,utility,0,0
Warrior,Arms,2,1,137,12296,Anger Management,utility-or-rank,utility,0,0
Warrior,Arms,2,2,121,12834;12849;12867,Deep Wounds;Deep Wounds;Deep Wounds,utility-or-rank,utility,0,0
Warrior,Arms,3,1,136,12163;12711;12712;12713;12714,Two-Handed Weapon Specialization;Two-Handed Weapon Specialization;Two-Handed Weapon Specialization;Two-Handed Weapon Specialization;Two-Handed Weapon Specialization,talent-passive,utility,0,0
Warrior,Arms,3,2,662,16493;16494,Impale;Impale,utility-or-rank,utility,121,0
Warrior,Arms,4,0,132,12700;12781;12783;12784;12785,Poleaxe Specialization;Poleaxe Specialization;Poleaxe Specialization;Poleaxe Specialization;Poleaxe Specialization,talent-passive,utility,0,0
Warrior,Arms,4,1,133,12292,Death Wish,utility-or-rank,utility,0,0
Warrior,Arms,4,2,125,12284;12701;12702;12703;12704,Mace Specialization;Mace Specialization;Mace Specialization;Mace Specialization;Mace Specialization,talent-passive,utility,0,0
Warrior,Arms,4,3,123,12281;12812;12813;12814;12815,Sword Specialization;Sword Specialization;Sword Specialization;Sword Specialization;Sword Specialization,talent-passive,utility,0,0
Warrior,Arms,5,0,134,29888;29889,Improved Intercept;Improved Intercept,talent-passive,utility,0,0
Warrior,Arms,5,2,129,12289;12668;23695,Improved Hamstring;Improved Hamstring;Improved Hamstring,pvp-control,pvp,0,0
Warrior,Arms,5,3,1662,29723;29724;29725,Improved Disciplines;Improved Disciplines;Improved Disciplines,talent-passive,utility,0,0
Warrior,Arms,6,0,1664,29836;29859,Blood Frenzy;Blood Frenzy,utility-or-rank,utility,0,0
Warrior,Arms,6,1,135,12294,Mortal Strike,damage,single-target,133,0
Warrior,Arms,6,2,1663,29834;29838,Second Wind;Second Wind,utility-or-rank,utility,0,0
Warrior,Arms,7,1,1824,35446;35448;35449;35450;35451,Improved Mortal Strike;Improved Mortal Strike;Improved Mortal Strike;Improved Mortal Strike;Improved Mortal Strike,damage,single-target,135,0
Warrior,Arms,8,1,1661,29623,Endless Rage,utility-or-rank,utility,0,0
Warrior,Protection,0,0,142,12301;12818,Improved Bloodrage;Improved Bloodrage,talent-passive,utility,0,0
Warrior,Protection,0,1,141,12295;12676;12677,Tactical Mastery;Tactical Mastery;Tactical Mastery,talent-passive,utility,0,0
Warrior,Protection,0,2,138,12297;12750;12751;12752;12753,Anticipation;Anticipation;Anticipation;Anticipation;Anticipation,utility-or-rank,utility,0,0
Warrior,Protection,1,1,1601,12298;12724;12725;12726;12727,Shield Specialization;Shield Specialization;Shield Specialization;Shield Specialization;Shield Specialization,healing,healing,0,0
Warrior,Protection,1,2,140,12299;12761;12762;12763;12764,Toughness;Toughness;Toughness;Toughness;Toughness,utility-or-rank,utility,0,0
Warrior,Protection,2,0,153,12975,Last Stand,utility-or-rank,utility,0,0
Warrior,Protection,2,1,145,12945,Improved Shield Block,healing,healing,1601,0
Warrior,Protection,2,2,147,12797;12799;12800,Improved Revenge;Improved Revenge;Improved Revenge,tanking,tanking,0,0
Warrior,Protection,2,3,144,12303;12788;12789,Defiance;Defiance;Defiance,utility-or-rank,utility,0,0
Warrior,Protection,3,0,146,12308;12810;12811,Improved Sunder Armor;Improved Sunder Armor;Improved Sunder Armor,tanking,tanking,0,0
Warrior,Protection,3,1,151,12313;12804;12807,Improved Disarm;Improved Disarm;Improved Disarm,talent-passive,utility,0,0
Warrior,Protection,3,2,143,12302;12765,Improved Taunt;Improved Taunt,tanking,tanking,0,0
Warrior,Protection,4,0,150,12312;12803,Improved Shield Wall;Improved Shield Wall,healing,healing,0,0
Warrior,Protection,4,1,152,12809,Concussion Blow,utility-or-rank,utility,0,0
Warrior,Protection,4,2,149,12311;12958,Improved Shield Bash;Improved Shield Bash,healing,healing,0,0
Warrior,Protection,5,0,1654,29598;29599;29600,Shield Mastery;Shield Mastery;Shield Mastery,healing,healing,0,0
Warrior,Protection,5,2,702,16538;16539;16540;16541;16542,One-Handed Weapon Specialization;One-Handed Weapon Specialization;One-Handed Weapon Specialization;One-Handed Weapon Specialization;One-Handed Weapon Specialization,talent-passive,utility,0,0
Warrior,Protection,6,0,1652,29593;29594;29595,Improved Defensive Stance;Improved Defensive Stance;Improved Defensive Stance,talent-passive,state-maintenance,0,0
Warrior,Protection,6,1,148,23922,Shield Slam,healing,healing,152,0
Warrior,Protection,6,2,1660,29787;29790;29792,Focused Rage;Focused Rage;Focused Rage,talent-passive,utility,0,0
Warrior,Protection,7,1,1653,29140;29143;29144;29145;29146,Vitality;Vitality;Vitality;Vitality;Vitality,utility-or-rank,utility,0,0
Warrior,Protection,8,1,1666,20243,Devastate,tanking,tanking,0,0
Warrior,Fury,0,1,158,12321;12835;12836;12837;12838,Booming Voice;Booming Voice;Booming Voice;Booming Voice;Booming Voice,utility-or-rank,utility,0,0
Warrior,Fury,0,2,157,12320;12852;12853;12855;12856,Cruelty;Cruelty;Cruelty;Cruelty;Cruelty,utility-or-rank,utility,0,0
Warrior,Fury,1,1,161,12324;12876;12877;12878;12879,Improved Demoralizing Shout;Improved Demoralizing Shout;Improved Demoralizing Shout;Improved Demoralizing Shout;Improved Demoralizing Shout,talent-passive,utility,0,0
Warrior,Fury,1,2,159,12322;12999;13000;13001;13002,Unbridled Wrath;Unbridled Wrath;Unbridled Wrath;Unbridled Wrath;Unbridled Wrath,damage,single-target,0,0
Warrior,Fury,2,0,166,12329;12950;20496,Improved Cleave;Improved Cleave;Improved Cleave,talent-passive,multi-target,0,0
Warrior,Fury,2,1,160,12323,Piercing Howl,utility-or-rank,utility,0,0
Warrior,Fury,2,2,661,16487;16489;16492,Blood Craze;Blood Craze;Blood Craze,utility-or-rank,utility,0,0
Warrior,Fury,2,3,154,12318;12857;12858;12860;12861,Commanding Presence;Commanding Presence;Commanding Presence;Commanding Presence;Commanding Presence,utility-or-rank,utility,0,0
Warrior,Fury,3,0,1581,23584;23585;23586;23587;23588,Dual Wield Specialization;Dual Wield Specialization;Dual Wield Specialization;Dual Wield Specialization;Dual Wield Specialization,talent-passive,utility,0,0
Warrior,Fury,3,1,1542,20502;20503,Improved Execute;Improved Execute,damage,single-target,0,0
Warrior,Fury,3,2,155,12317;13045;13046;13047;13048,Enrage;Enrage;Enrage;Enrage;Enrage,utility-or-rank,utility,0,0
Warrior,Fury,4,0,168,12862;12330,Improved Slam;Improved Slam,talent-passive,utility,0,0
Warrior,Fury,4,1,165,12328,Sweeping Strikes,damage,single-target;multi-target,0,0
Warrior,Fury,4,3,1543,20504;20505,Weapon Mastery;Weapon Mastery,talent-passive,utility,0,0
Warrior,Fury,5,0,1541,20500;20501,Improved Berserker Rage;Improved Berserker Rage,talent-passive,utility,0,0
Warrior,Fury,5,2,156,12319;12971;12972;12973;12974,Flurry;Flurry;Flurry;Flurry;Flurry,utility-or-rank,utility,155,0
Warrior,Fury,6,0,1657,29590;29591;29592,Precision;Precision;Precision,talent-passive,utility,0,0
Warrior,Fury,6,1,167,23881,Bloodthirst,damage,single-target,165,0
Warrior,Fury,6,2,1655,29721;29776,Improved Whirlwind;Improved Whirlwind,damage,single-target;multi-target,0,0
Warrior,Fury,7,2,1658,29759;29760;29761;29762;29763,Improved Berserker Stance;Improved Berserker Stance;Improved Berserker Stance;Improved Berserker Stance;Improved Berserker Stance,talent-passive,state-maintenance,0,0
Warrior,Fury,8,1,1659,29801,Rampage,utility-or-rank,utility,167,0
